"geo","time","data_quality_life_expectancy"
"uga",1971,2
"uga",1972,2
"uga",1973,2
"uga",1974,2
"uga",1975,2
"uga",1976,2
"uga",1977,2
"uga",1978,2
"uga",1979,2
"uga",1980,2
"uga",1981,2
"uga",1982,2
"uga",1983,2
"uga",1984,2
"uga",1985,2
"uga",1986,2
"uga",1987,2
"uga",1988,2
"uga",1989,2
"uga",1990,2
"uga",1991,2
"uga",1992,2
"uga",1993,2
"uga",1994,2
"uga",1995,2
"uga",1996,2
"uga",1997,2
"uga",1998,2
"uga",1999,2
"uga",2000,2
"uga",2001,2
"uga",2002,2
"uga",2003,2
"uga",2004,2
"uga",2005,2
"uga",2006,2
"uga",2007,2
"uga",2008,2
"uga",2009,2
"uga",2010,2
"uga",2011,2
"uga",2012,2
"uga",2013,4
"uga",2014,4
